龚	垄,詟,龛,陇,巽
董	蠆,簹,寈,蕾,簀,薑,舊,蕓,瞢,蓴,蔖,蕙,萺,蔞,藎,菁,蘁,蓍
蓍	薯,寈,蕾,瞢,萺,董
蕾	菫,寈,簍,蕓,蕃,蓴,罋,萺,蔞,藎,蘁,董,萅
責	賫,寈,書,簀,膏,寘,譶,貴,貲,賈,貫,董,疐
㝤	蕭,寈,簀,舊,篳,簣,菁,董,搴
䁇	寈,萺,寗
䆵	寈,書,萺,薯,罾
䓯	蒷,薲,菷,簣,萺,菁,蕭,蔫,蕽,蕢,蒖,蔷,董,寈,簀,舊,篳,蓇,蓽,蔦,賫
䔰	薲,簹,寈,蕾,舊,萺,蔷,藛,蘁,蓍,董
寉	隺
隺	寉
窨	雚,曺,寊
䆡	筤,窨,寊
菤	菶,寋
㥶	褰,寋
寍	蜜
寏	
㝣	葜,寏
寑	葠,寖,寝
寖	寑,葠,寝,蓡
葠	寑,寖,蓡,蕽
窝	寓
寕	
䆘	窰,窅,寕
蓡	藫,葠,寖,蕽
寗	
寘	書,責,貴,實
貴	責,書,簀,膏,寘,賈,貫,賫
寙	蓏
蓏	寙
寚	軎,書,憲,窰
窰	寚,窒
䆠	寚,窆,窞,窒,窅,窰
寛	寞,寬
寬	蒖,寛,寯
黄	蕇,菫,蒉,萭,靑,寛,盙
䉆	鳶,窵,篶,簷,鳥,寛,嶌,篹
寜	寧
寧	寜
䆨	寞,槖,羮,簧
䆩	寞,槖,簧
寠	賨,籑,窶,篗
橐	槖,蠧,薵,窼,蘽,寠,驀,薹,籉
窶	簍,寠,蔞
篗	籫,寠
裛	裏,寠
賨	蕈,籫,藚,藖,寠,實
寣	湄,寤
寤	寣
湄	寣
寥	蓼
蓼	寥
實	賽,膏,簣,藖,謩,籉
罥	覃,實,駡
藖	賨,籑,驀,薹,籉,實
賣	薹,賽,寶,賛,藑,賚,賷,賓,薰,費,實
賽	弿,蹇,謩,臖,實
䆬	藖,實
䈍	筪,實,箮
䕊	螷,霻,薹,謩,蘆,籉,實,麞
䝱	賽,賣,實,脅
䝺	貰,賛,實
荲	蒪,菫,萐,審,菙,車,葸,葟,蕃,童,草,葍,革,蒽
菙	審,皇,蕃,荲,窐
萫	蒪,蕃,審
蕃	蕾,審
寯	寬,雟
蒖	寬,蒷,薲,薔,賚,簀,贊,蕢,蓸,菁,費,蕡,賌
㝦	寬,寯
寭	書,蕙,憲,窶,疐
悥	專,寭,悹,慸,罳,憲
憲	寭,書,蕙
疐	寭
蕙	寭,憲,蘁,萋,蓴,蔖,篿,蔞,蔥,肅,董
㠍	蘃,寯,窠,雟,葈
寰	襄
褢	寰
襄	寰
䠢	暮,薯,書,寰,瞢,蹇,蹙,蹵,耋,謩,董
寱	膞
㝥	寱
寲	薿
薿	寲
蕢	蒷,寶,薔,蕭,寳,蘴,簣,蕒,蒖,蓸,菁,篹,蕡,賌
賓	寶,寳,賌,賚,賷,蒖,費,賣,貧
寵	巃,竈,籠,蘢
巃	寵,籠,蘢
籠	巃,寵,蘢
蘢	巃,寵,籠
篢	箐,簼,篟,罿,讐,簠,晝,窴,簤,贒,箒,箽,簄,簘,諅,賷,籱,蔶,蕒,篔,寶,薫,贄,籆,籗,畫
㝘	軎,寶,篕,菅,訔
寷	斖,籉
斖	寷,籉,曡
窐	皇,寷,菙
	寿
着	尊
尋	
㝷	尋
㫭	尋,晜
尓	尔
尡	蜫
蜫	蜆,蚺,尡,崐
䊐	尡,崐,辊,粯,緄,蜫,錕
尢	尤
尩	尫
尪	尫,尩
尫	尩,尪
㝼	尫,尩,尪
笎	尭,笰
尶	尷
尷	尶
㧁	扂,层
屃	屄,屇,屆
屇	屃,届,巵,屆
㞋	屃
屄	屇
扂	扄,居,茩
㦿	扂,居
屆	屇
㞎	巵,屇,屆
届	屇,肩,巵,庘,鳸
巵	届,屇
庘	届,庳
肩	庮,展,届,庴,庯
屌	屚,屓
屓	屒,屌,贋
屎	杘
杘	屎
屑	屠
屠	屑
㞚	屠,屑,靥,層
屒	
屖	
㞖	屖
屗	屘
屘	屗
屙	罽
罽	屙
屚	
屜	
扇	眉,屜
属	
䔚	螷,属,麞
䬤	屠
屢	
暠	巂,鴌,矗,蕎,曓,簥,屢,礨,翯
屣	
㞞	屣
層	靥
屦	履
㞜	屨,履,屦
屧	
屟	屧
屨	
屩	屨
屬	
厦	屬,薑,屭
屭	
屶	岃
岃	屶
屷	岄
屼	屷,岏
屸	虹,灴,岯,屽,峌,畦,釭,玒,蛀
屽	虸,岼,帄,岯,蚟,虶,屸
岯	屸,峌
峌	岯,屸
灴	虹,屸,灶
玒	玕,玨,荰,珏,虹,灴,矼,玗,屸,釭
虹	蚰,灴,岯,蚟,蛞,屸,蛀
盵	屹,眗,阣,矻,紇
籺	屹,紇
虼	屹,蛇
䎢	屹,籺,訖,釳
屻	
㠴	屻
岏	鈨,蚖,屼
㞦	岻,岓,虮,屼
岼	岯,屽,軯
帄	虸,岼,虶,屽,忊
虶	蚟,虸,屽,虷
㞨	虸,虶,屽
屾	岶,岵,岾,軸,甽
岵	岶,蛄,岾,鮕,屾,軲,帕,鈷,蛅
岶	鮊,岵,岾,鲌,屾,帕
岄	蚦,跀,峮,明,輈,蚏
蚏	岄,蚼,蚦,跀,蛕,蚇,輈
蚦	岄,蛆,蚎,跀,蚷,蛨,蚵,蚫,蚏
輈	岄,轉
䑚	岄,蚏,跀
䖧	岄,蚦,蛏,蚷,蚏
岅	畈,贩,舨,岨,岋
岋	岅
岨	鉏,蛆,岅
畈	贩,岅,舨
舨	畈,岅
㟍	鋃,蜋,岨,艆,岅
岇	
䒢	岇
岈	蚜,岍
岍	蚈,岈
蚜	釾,岈
岊	里
㞬	岊,里
㟀	岊,臿
㠷	岋
岌	笈
笈	岌,芨
蚈	岍
鈃	釾,銒,岍
岎	蚡,魵
蚡	岎
蚖	蚚,蚳,鈨,岏
鈨	鈗,岏
帔	岐,鈹
岒	蚙,岭
蚙	蛤,岒,蛉
岓	蚚
岴	岻,蚚,蚯,岓,軧
蚚	紤,蚖,蚸,岴,蚔,蚇,蚳,岓
㠼	蚚,岴,蚇,帆,岓
㼘	岓,瓳
岘	峴,蚬
峴	誢,崐,硯,粯,蜆,覌,岘,睍
蚬	蚆,蜆,蛝,岘
㟋	帨,鮵,蛻,蜆,岘,蜕
岜	畄
岞	鲊,蚱
蚱	鲊,岞
岟	鞅,軮
蛱	岟
軮	岟,鞅,轉,軘
鞅	岟,軮
㞶	岟,蚊
㰞	岟
䱀	岟,鞅,軮
屺	岴,峘,岠
峘	峮,岠
帞	蛨,岠
蚷	蛨,蚦,岠
岡	閫,闌,罔
罔	岡
㒺	罔,岡
岢	旹,蚩,峕
峕	蚩,旹,岢
旹	蚩,岢,峕
岣	銁,訽,蜔,鉤,昫,玽,峋
峋	銁,岣,蜔,嶕,絢,眴
鉤	鋾,銁,岣,訽,絢,絇
銁	岣,訽,鉋,絢,鉤,眴,峋
㟃	詞,岣,柌,鉰,峋
㡄	岣,蚼,蜔,峋
帊	岨,幍,耙
組	袓,岨,鉏
蛆	蚦,蚎,蚵,岨,鉏,蚏
鉏	岨,鉺
㞹	钶,柯,岨,訶,牱,鈳
岪	茀
茀	岪
峭	矟,蛹,岫,銷,踃,蛸,峬,峏,硝,蜅
峼	梏,岫,崰,牿,焅,鋯,皓,祰
蚰	蛷,蚋,岫,鈾,蛀
鈾	鋪,牰,蚰,岫,鈿,鉑,銦,鈷,鉵,鉆
㞲	岫,鈡
䖦	飿,岫,蚰
䖵	岫,蚰,蛷,蛀
岬	嵮,嶋,鉀,畽,崸,胛
胛	胂,腴,鉀,胆,岬
鉀	鉬,釰,鉮,銆,鉭,鉅,鈿,胛,鉕,岬,鈟,鉌
蛉	岭
岮	蛇
岰	靿,蚴
蚴	岰
蜐	岰,蚴
靿	岰,鞭
岲	軦
軦	輥,岲
岻	軝,岴,蚔,蚳,軧
蚯	岻,蚚,岴,虮,蚳
㞴	岻,軝,岴,蚔,蚳,軧
岾	鲇,蚰,鮎,岶,岵,帖,蛄,鮕,帾,軲,帕,鈷,蛅
蛄	蚰,岵,岾,鮕,蚞,軲,虻,蛅,蛀
蛅	蚰,站,蛄,岵,岾,帖,蛞
軲	軜,鮎,岵,岾,鮕,軸,軮
鮕	鮚,鲇,鮎,鮊,魼,鮨,岵,魶,鲉,軲,鮋,鯌
鲌	岶,鲉,鮊
㟪	鍡,岷
岹	軺,蛁,鮉
蛁	岹,蚦,蛨,鮉
蚔	岻,蚳
蚳	岻,蚚,軧,蚔
軝	岻,輥,軧
軧	岻,蚳,軝
䑛	岻,蚳
軯	岼,軻,軺
䍈	岼
䍄	岾,鮎,鲇
峀	由
㟛	峀,鉗,拑
㸓	峀,舀
㽞	峀
峂	
㠽	峂
峄	
峇	峑,崟
峑	峜,崟,峇
峜	峑,崟,峇
崟	峑,峇
㝓	峇
㞱	峇
峈	略,蛒,輅
略	蛒,赂,餎,峈,鮥
蛒	略,赂,峈,鮥
輅	輍,峈,觡
畠	畗,峊,星,臬,菌
嶕	蟭,峋
眴	眠,睄,朐,昀,絢,昒,昫,峋
絢	绚,銁,鉤,絇,眴,峋
蜔	蚼,峋,蜪
䘩	袧,絢,峋,銁
峍	蛼,蝖
蝖	峍,螾,嵖
銉	鏎,鍕,肂,鉪,峍
峎	崽,莨,嵬,訔,崀
崀	豈,峎
莨	蒐,茛,菅,峎
訔	峎
峏	崷,峭,幯,輀,蜖,蛔,鮞,蝒,鲕
輀	輖,鮞,鲕,峏
鲕	輀,鲷,鲖,鮞,鯂,峏,鮰,鯩
䛔	輀,鮞,詡,鲕,峏
峐	輆,畡,赅
畡	峐,賅,赅
輆	峐
䤤	峐
峒	崓,嶟,眮,粡,鲖,嶆,崠,蝈,崅,銅,嵶,崕,峺
崓	崐,峒,鲴,鯝,錮
崕	嵣,嶩,嵼,鋸,峒,崌,崥,鏟,嶹
嶟	嶩,罇,峒,崠,巑,鱒,峺
粡	崓,桐,峒,狪,詷
銅	眮,銄,鋸,錭,峒,賙,鈵,鉔
鲖	鲷,鮦,峒,餇
㟅	峒
峓	銕,鮧,蝢,蟥,蛦,崸
崸	頛,幙,崝,蝢,蝜,蟥,嵮,峓,碩,蛦,頖,顉,暊,頄,領,頪,幊,疃,煩
蛦	蚺,蝢,蝜,蟥,峓,蜨,蛼,銕,蝀
蝢	頛,蝜,蟥,嵮,峓,碩,蛡,蛦,顉,蠖,蛼,暊,頪,崸,蝡,煩
銕	鮧,峓,蛦,顉
峔	蛯
蛯	峔
峖	鮟
鮟	峖
峗	鮠,蛫
蛫	峗
䱎	鮔,鮉,鯃,峘,鮶
畤	峙,時
䝰	畤,峙,時
峚	
岧	峚
峝	崮
崮	箇,峝
㕯	肉,峝
峢	蛚
蛚	蜊,峢
峣	蛲
蛲	峣
崢	嵈,峥
碀	諍,峥
諍	碀,峥,錚
錚	諍,峥
䋫	諍,峥,錚
䍵	峥,錚
峧	蛟
蛾	峨,誐,餓,鋨
誐	峨,蛾,餓,鋨
鋨	峨,蛾,餓
餓	峨,蛾,誐,鋨
峪	鋊
鋊	峪
峬	蛸,峭,艄
帩	韒,鞘,蛸,峬,輎,帕
蛸	蚆,峭,艄,帩,蚰,峬,蛃
㞰	峬
䯙	峬
矟	峭
誚	綃,峭,諀,誦,銷,誧,誻
銷	鋪,峭,睄,銆,踃,鈿,陗
䇌	峭,硝,踃
峮	輑,鲪,鮶
峿	崜,崰,峮
輑	軺,鲪,鮶,峮
鮶	輑,峮,鮉,鮖,鯃,鲪
鲪	輑,鮶,峮
䖡	炄,峮,紐,鈕,蚽
峳	筱,莜
筱	莜,峳
莜	筱,峳
硯	睍,峴,砚
粯	峴,蜆
蜆	峴,蛻,蚬,鋧,蜺,絸,蜫,蜕
䂓	峴,蜆,誢,覌
㽚	罦,峷
峺	崜,嶟,崾,崠
崜	錘,崠,諈,嵊,峺
崠	嶟,蝀,棟,蠨,嵻,粿,鍊,蝈,崜,諌,練,巑,嵊,峺,楝
崾	蠳,蠴,嶆,巊,峺
㟳	崾,蟍,蠑,嶆,嶸,崠,嵊,峺
㠏	蟑,蠨,蠴,鞾,崠,崜,韡,鏵,嵊,峺
羧	梭,峻
脧	朘,峻,賐
賐	骏,脧,峻
㻐	捘,峻,稄,羧,梭
焅	皓,梏,悎,峼,捁,祰
牿	鋯,梏,悎,峼,皓,祰
祰	梏,悎,焅,牿,峼,捁
鋯	銡,鉻,鋕,峼,皓,銽
㟏	峼,蛿
峽	鋏
鋏	峽
㽠	畉,峽
豈	崀
崁	莰
莰	崁
崂	铹,螃,耢
崻	崂
耢	铹,崂
铹	崂,耢
崃	崍,嶀
崍	誺,崃,錸
桷	崅,桶
崉	嵖
嵖	嶒,餷,蝖,崉
㛥	崉
崋	華
崌	嵣,蜛,嶩,嵼,鋸,踞,崕
蜛	鋸,艍,踞,崌
鋸	崕,琚,踞,崌,裾,鏟,鎕
㟁	崕,嵼,崌
錸	鋉,誺,崍
䂾	錸,崍
踦	綺,踣,陭,崎,錡,犄,锜
錡	綺,崎,锜,踦,椅
锜	綺,崎,錡,犄,踦,裿,椅,徛
﨑	幢,崎
䗁	躸,崎
䛴	綺,锜,崎,旑
崏	錉,蟠,嶓,緍
錉	鍇,緍,鍎,錔,崏,諙,銽
䎽	錉,崏
崐	崓,焜,辊,崛,緄,蜫,錕
崛	螗,嵋,崐
錕	焜,辊,崐,緄,裩
䃂	辊,崐,緄,琨,錕
䅙	锟,焜,崐,惃,猑,掍,裩,棍
䐊	胭,崐,辊,睊,緄,睍,錕
䛰	誢,誷,崐,辊,緄,錕,詷
崒	
錮	鐧,崓,鋼,祻
鯝	崓,鲤,鲴
鲴	崓,鲤,鯝
㟠	崓,鋼,嵋,嶇,巁,罁
䍜	罣,崔
崥	諀,蜱,粺,嶹,崕,綼
嵼	崕,鏟
崗	
崘	蜦
耣	錀,蜦,崘
蜦	蜟,耣,崘,鯩,錀
䑳	溣,蜦,耣,崘,錀
崙	嵛
䈁	崙
嵛	崙
崚	棱,錂,綾,嵕
錂	崚
䗀	錂,鯪,崚
嵋	崛
镼	崛
䘿	崛,誳
䠇	崛
嵊	崜,崠
諈	誆,錘,睡,崜,詍,硾
錘	崜,鍤,諈,鉪
㻔	錘,玴,崜,硾,锤
嵮	崝,蝢,磌,縝,蜻,鎮,皘,帻,嶋,謓,畽,崸,槙,稹,蝩
嵴	嶒,崝
嶋	崝,嵮,鳺,鴁,鴣,鴫,嵪,鴒,鵙,鴉
巏	崝,鑵,螬,驩,蠴,嶆,蠷,鱹,蠸,罐
畽	崝,歱,螼,諥,鍾,緟,蝩,疃
綪	崝,縝,皘,緭,錆,碃,睛,靖,請,緟,锖
蜻	崝,輤,皘,崤,蝟,鯖,蝑,鲭
蝩	蟢,蟷,崝,歱,種,螬,锺,螼,蟪,蠸,鍾,畽,緟,蠛,蠇
請	崝,誨,綪,講,皘,譆,錆,碃,睛,靖,誵,謂,謓,謔,锖,諝
輤	崝,鲭,蜻,輛,鯖,鰖
	崝,嵮,輤,皘,聙,錆,睛,靕,畽,鞲,蜻,鯖,鲭
㡖	蟢,崝,歱,螬,蠸,巏,鍾,畽,緟,蝩
䤻	崝,鑵,鰖,錆
崞	蜳,鯙,錞,幎
崲	鰉,嵲,幀,嵨,諻,艎,鳇,鍠,蝗,崸,崞,崨,疃,螅
幎	崞,螟
蜳	螟,蜨,鯙,蝗,錞,崞
錞	綧,崞,蜳
鯙	鰉,鱆,韕,鰾,崞
硨	崠,磚,礡,硉,陣
練	諫,陳,鍊,崠,綶,綆,緙
蛼	蜟,蝢,蝜,蟥,蜾,蛦,崠,蝀
蜾	錁,蛝,踝,輠,餜,粿,崠,蛼,蝞,蝀
蝀	鯟,錬,蝜,蜨,蛦,蜾,崠,蛼
蝈	帼,蠨,崠,蟌,螕,蝙
諌	鯟,錬,諫,諛,鍊,崠,課
輠	蜾,餜,粿,崠,綶
錬	錁,鯟,鍊,崠,蝀,諌
鍊	錬,諫,練,崠
㟫	線,嶟,崠
䍶	羠,崠
崡	蜬
蜬	蜽,崡,蝈
㮀	桶,崡,蜬
䘶	崡,蜬
嵈	崢,蝯,鍰
㟎	崢,嵈,桵
㟬	崣,蓃
崤	蜻,餚,巆,誵
誵	謂,崤,諝
綼	崥,脾,諀
蜱	崥,粺
諀	崥,脾,諰,綼
㽡	崥,蜱
崦	晻,餣
餣	崦
㡋	崦,餣
㽢	崦,餣
䎨	腌,崦
䤶	鋪,崦,餣
崨	踕,緁,蜨,嶢,嶫,誱,螗
嶢	蟯,饒,鐃,繞,蟦,蹺,燒,崨
緁	綧,縇,踕,誱,脻,崨
蜨	螗,螟,踕,蛦,蝀,崨,蜳,螅
螗	嵣,榶,嵻,磄,崨
誱	緁,脻,崨,踕
踕	緁,蹅,蜨,誱,脻,崨,跠
㟰	鏌,螟,糢,榠,熐,幎,螓,螗,崨,蟆
崪	蜶
蜶	崪,蝆
崬	巢,窜,嵔,菄
嵔	崬
巢	菓,業,崬,棄
菄	萰,竜,崬,菮,菓,葉,菒
箇	箘,筪,崮,笝
㐭	崮
㟶	崮
崯	嶓
䘳	祫,袷,崯
崰	緇
緇	崰
崱	
䈟	崱
嵨	崲,螐,鎢
嵲	崲,疃,嶛,鎳
幀	幙,緽,崲,帻,幭,崸,鍞,楨
蝗	鰉,崲,蜨,鳇,鍠,蜳,螅
鍠	鰉,鋽,諻,崲,鎴,餭,鳇,鎇,鍹,鍞
䊗	崲,糗,楻,蝗
崳	蝓,嶮,輸,嶖,榆
嶖	嶱,崳
嶮	蝓,崳
蝓	貐,榆,蟦,羭,崳
輸	輏,蝓,輪,崳
㡏	蝓,榆,輸,崳
䠼	蝓,輸,崳
崵	蝪,鍚,畼,暘,踼,糃,輰
畼	蝪,鍚,碭,暘,踼,崵,陽,糃,輰
糃	蝪,鍚,畼,崵,楊,禓
蝪	鍚,蝎,畼,踼,崵,糃
踼	蝪,腸,鍚,畼,暘,諹,崵,蹋,糃,陽
輰	崵,糃,餳,畼
鍚	蝪,畼,鎶,餳,諹,踼,崵,糃,錫
崷	輶,蝤
蝤	崷,輶,蜖,蛔,蛐,蝻
輶	崷,輡,鰌,輏,蝤
㟙	崷,蜡,稓,耤,踖,嶍,錯,諎
䠓	崷,輶,蝤
煩	項,蝢,碩,頂,頄,須,崸
碩	蝢,暊,硕,頄,須,崸,煩
蟥	蝢,蝜,蛦,蛼,崸
頇	頖,蝢,頂,顉,頒,頪,崸
頛	項,蝢,蝜,頉,頂,頪,崸
頪	頛,頖,蝢,顉,頇,崸
顉	銕,鋽,鎖,蝢,鎮,頖,領,頪,崸,鍞
㟂	崸,畮
䪱	蝢,碩,暊,頄,頒,崸
崹	鍗,嵽,締,嶒,禘
嵽	螮,艜,崹
禘	崹,締,楴
締	鍗,缔,禘,崹
鍗	崹,締
㠃	鏑,崹,嵪,螪,豴,蹢
崼	褆,諟,緹,嶇,鍉,碮,嵑,嵎,踶,蝭
嵎	嶾,螭,耦,嶱,鍝,蝺,崼
嵑	楬,朅,謁,碣,鍻,嵎,嶱,幆,輵,羯,崼
嶇	謳,樞,巁,熰,饇,軀,鏂,貙,崼
碮	磑,褆,睼,緹,碣,崼
蝭	褆,緹,鍉,蝠,踶,蝇,蝟,崼
踶	鍉,踾,崼,諟
䅠	稈,徥,褆,緹,禔,崼,稫
䊓	緹,蝭,踶,崼
恚	崽
巊	崾,蠷,蠳
崿	鍔,幔
鍔	崿
嵁	踸,鍖,糂
糂	嵁,鍖,粸
鍖	嵁,糂
嵄	鎂
鎂	嵄
嵅	箴,嵗
嵗	嵅
箴	嵅,箃
嵇	秞,稫
秙	祜,柚,秞,稫,稍,诂,嵇,怙,怞,枯,秥,秳
秞	秈,秙,柚,牰,拍,袖,粙,铀,稍,嵇,柏,稭,怞,秥,稫
秥	稻,怗,柚,秙,秞,稫,嵇,怞,枮,秳
蝯	鍰,嵈
嵉	諪,幅,聤,嵪,蝏
蝏	嵉
諪	諨,諱,嵉,聤
嶀	嶒,謣,嶿,嵋
蝞	鎇,蜎,嵋
䘃	蝘,蝩,蠷,嵋
嶱	嶖,嶁,轕,嵎,嶠
嶾	巁,嵎,幰,穩
耦	腢,嵎,蝺,鍝
蝺	竬,蝘,螭,螎,蜠,嵎,踽,蟔,鍝
鍝	腢,鰅,鎤,耦,嵎,鍋,蝺
幆	朅,餲,馤,蜴,鍻,嵑,輵
朅	羯,嵑,幆
羯	碣,嵑,朅,竭
謁	諿,諟,諨,謃,碣,誯,嵑,鍻
鍻	鍀,餲,嵑,錫,幆,謁,鏆
㡫	碣,嵑,朅,竭
䅥	楬,猲,楫,稿,愒,嵑,褐,稫
䋵	緹,緆,鍻,嵑,竭,謁
畐	嵒,昌,蛋,畕
嵕	糉,蝬,椶,緵,稯
稯	嵕,猣,糉,蝬,椶,緵
糉	嵕,糭,蝬,椶,緵,稯
緵	嵕,糉,朡,蝬,稯
艐	朡,鍐,蝬,嵕
蝬	嵕,糉,椶,緵,稯
鍐	艐,蝬,嵕
䎫	艐,糉,蝬,嵕
餷	饈,嵖
嵘	蝾
蝾	嵘
嵙	
䈖	嵙
嵝	蝼,蜲
蝼	嵝,蜲
嵞	
悆	嵞
嵠	幞,豯,榽,螇,蹊
幞	穙,嵠,鏷
榽	縘,豯,嵠
螇	蹊,嵠
豯	蹊,磎,嵠,榽
蹊	豯,膎,嵠,縘,螇
嵡	蓊
蓊	嵡
䈵	蓊,嵡
嵢	嵣,嶓,賶,巁,嶖,鎗,螥
嵣	螗,鎕,餹,嵢
嶓	鱕,轓,鐇,嵢,幡,嶂,繙,蟠
螥	蟠,嵢
賶	謒,嵢
鎕	嵣,鋸,餹
餹	嵣,鎕
嵥	嶸
嶸	嵥,嶼,蠑
嵦	螘,鎧
螘	嵦,鎧
鎧	錌,嵦,螘
嵧	餾
䗜	嵧
螐	嵨,鎢,蝗,蜎,螅
鎢	螐,嵨
䡧	轀,嵨
嵪	嶩,蠵,稿,鎬,嶋,蟪,嶱,嶠,蠇,嶹
嶠	螻,蟜,犞,嵪,嶁,轎,鞽,嶱,繑
嶹	蠵,幬,軇,鑄,蟺,疇,嵪,躊
犒	稿,熇,嵪
謞	謧,鎬,譓,嵪,誯,譆,諣
鎬	稿,謞,鎘,鑄,嵪,縞,鍋
㠙	蠵,幬,蠔,嵻,嵪,嶂,嶛,嶹
嵫	螆
螆	鎡,糍,嵫
㽧	螆,嵫
嵬	蒐
蒐	嵬
嵭	螃,艕,鳑
艕	膀,嵭,螃
帻	嵮,幙,幀
縝	鎮,磌,嵮,綪,缜,謓,稹
謓	誨,鎮,磌,縝,嵮,講,請,譆
鎮	縝,嵮,顉,錆,謓,稹
䡩	嵮,輤,縝
嵯	蹉,鎈
鎈	蹉,嵯
㽨	鎈,蹉,嵯
嵰	鳒,豏,赚,鎌,螊
螊	鎌,鳒,豏,赚,槏,縑,嵰
豏	鳒,赚,螊,鎌,嵰,膁,賺
鎌	鳒,豏,赚,謙,縑,嵰,螊
鳒	豏,赚,鰜,螊,鎌,嵰,賺
㡘	鳒,豏,赚,鎌,嵰,螊
㽐	鳒,豏,赚,鎌,嵰,螊
㟷	嵴,嶟,鎝,巑
嵵	蒔
蒔	嵵
嵶	
鰯	鰗,嵶
嵷	豵,鏦
豵	嵷
鏦	嵷
䗥	嵷,鏦
䡮	嵷
嵺	蟉,鏐,賿,疁
疁	賿,嵺,鏐,蟉,蹘,轇
蟉	鏐,賿,嵺,疁
鏐	蟉,蹘,嵺
躿	嵻
鏮	鑛,穅,躿,嵻
㟲	巑,嵻,螈
㟸	嵻
䗧	嵻,鏮,槺,螗,穅
鏟	嵼,鋸
艜	螮,嵽
螮	嵽
嵾	蔘,篸
篸	嵾,蔘
蔘	嵾,篸
嶿	轜,嶀,鑐,羺,蠕
縷	螻,鏤,艛,耬,嶁,樓,摟,慺,熡,謱
耬	螻,鏤,艛,嶁,樓,摟,縷,慺,謱
艛	螻,鏤,耬,嶁,縷,謱
螻	鏤,艛,耬,嶁,樓,摟,慺,熡,縷,謱
謱	螻,鏤,艛,耬,嶁,縷,熡
鏤	螻,艛,耬,嶁,樓,摟,縷,熡,謱,鏄
嶂	蟑,嶓,幢,蟦,幛,嶛
嶛	蟑,蟟,轑,繚,嶆,鐐,嶂
幛	幢,蟑,嶂
嶃	
䱿	嶃
整	嶅
嶆	蟢,螬,蠷,蠸,巏
嶝	巏,嶆,鐙,艠
嶩	嶟,軆,嶆,蠇
巆	嶒,嶆
巉	鑱,饞,艬,嶆
榰	螧,嶆
螧	蟢,螬,嶆,蠷,愭,蠸,榰
螬	蟢,螧,蹧,褿,艚,蠴,鏪,嶆,蠸,蠛,蝩
蟢	蟷,螧,螬,嶆,蠷,蠸,蝩,糦
蠷	鑵,蠳,蠗,躣,嶆,蠸,巏,鑺
蠸	蟢,鑵,螬,驩,蠴,嶆,蠷,鱹,巏
鏪	蹧,螬,褿,艚,嶆
㠓	嶟,饛,蠴,嶆,艨,幪,蠓
㡟	鰽,螧,巏,嶆
鏂	謳,嶇,瞘,軀,貙
嶈	蔣
蔣	嶈
䉃	嶈,蔣
嶉	蓶,嶊
嶊	榷,蓷,嶉
蓶	蕥,嶉
㿥	嶉,確,皠
蓷	嶊
㹊	榷,嶊
鴁	鴊,鳺,鴣,嶋,鴉,鴹
鴒	鴣,嶋,鴉
鴣	嶋,鵙
䳋	鳼,鴊,鴗,鴠,鵈,嶋,鳰,鴡,鴫,鴙,鵭,鵃,鳷,鳮
嶌	
嶍	
䒁	嶍,鳛
嶑	蟓,鐌
蟓	嶑
襐	嶑,鐌
鐌	嶑
贈	嶒
鏳	矰,蹭,璔,繒,譄,嶒,鐯
幡	鱕,轓,嶓,鐇,繙,蟠
繙	鱕,嶓,鐇,膰,幡,蟠
羳	嶓,譒,鐇,皤,襎,膰,幡,磻
蟠	鱕,轓,嶓,幡,繙,螥
轓	鱕,幡,蟠,嶓
鱕	轓,嶓,幡,鰠,蟠
䊩	嶓,鐇,襎,幡,稸,羳
嶔	
嵚	嶔
蟭	蜡,嶕
嶗	鐒,嶸,軂
軂	鐒,嶗
疄	嶙,鱗,轔
鏻	嶙
䗲	疄,繗,嶙,橉,鏻
嶚	簝
簝	嶚,竂
繚	瞭,嶛
蟟	蟢,蟑,燎,蠐,鐐,嶛,蹽
轑	嶛
鐐	蟟,鑔,嶛,蹽,鐿
㟽	螵,幖,鏢,鳔,嶛,縹,熛,嶧
䜍	嶛
嶜	簪
簪	籊,嶜
艠	嶝,鐙
鐙	镫,艠,嶝
㡠	嶝
䗳	蟟,蠷,蠸,艠,嶝,鐙,竳
巑	嶟,饡
罇	嶟,繜,鐏,譐,鱒,蹲
鱒	嶟,罇,鳟,鱄,蹲
鳟	嶟,鱒,蹲,罇
㠝	嶟,饡,巑
蟜	蠀,蠨,穚,鐈,嶠,蠇
轎	犞,譑,轕,鞽,嶠
㟾	鳙,巁,嶠
蟯	蝽,饒,嶢,鐃,繞,蟦,蹺
蹺	蟯,饒,嶢,譊,鐃,繞,皢
鐃	蟯,饒,嶢,譊,繞,蹺
饒	蟯,嶢,鐃,繞,蹺
嶣	蕉
嶥	蟩,鱖
蟩	鳜,鱖,嶥
鱖	蟩,鳜,嶥
鳜	蟩,鱖,嶥
嶦	蟾,幨,舚
幨	蟾,嶦,舚
聸	膽,贍,瞻,幨,譫,嶦,曕
舚	嶦,幨
蟾	膽,贍,韂,瞻,幨,嶦
譫	膽,蟾,聸,瞻,幨,嶦
贍	膽,蟾,聸,韂,瞻,幨,嶦
䄡	襜,憺,檐,嶦,曕,擔
䠨	贍,舚,聸,瞻,幨,譫,嶦
嶧	驛,鐸,蟬,譯,蠌,釋
